from_lat,from_lon,to_lat,to_lon,tftf_ms,dijkstra_ms,astar_ms,found_tftf,found_dijkstra,found_astar,tftf_routes,dijkstra_routes,astar_routes,Avg(Time TFTF),Avg(Time Djikstra),Avg(Time A*),Avg(Routes TFTF),Avg(Routes Djik ),Avg(Routes A*)
8.49368,124.652,8.4921,124.651,151,58,60,1,1,1,1,1,1,,,,,,
8.48573,124.632,8.47343,124.638,157,87,75,1,1,1,2,2,2,,,,,,
8.48831,124.642,8.50245,124.643,144,86,62,1,1,1,2,1,1,,,,,,
8.47796,124.642,8.50797,124.643,138,248,110,1,1,1,2,1,1,,,,,,
8.49942,124.663,8.50984,124.636,176,100,74,1,1,1,2,2,3,,,,,,
8.46968,124.704,8.46986,124.705,150,64,65,1,1,1,2,1,1,,,,,,
8.3974,124.556,8.38678,124.541,170,67,67,1,1,1,2,1,1,,,,,,
8.49465,124.641,8.48259,124.644,147,78,71,1,1,1,1,2,2,,,,,,
8.44187,124.573,8.44042,124.572,129,57,58,1,1,1,1,1,1,,,,,,
8.48558,124.65,8.48872,124.652,140,60,58,1,1,1,2,1,1,,,,,,
8.49041,124.628,8.48214,124.635,150,69,62,1,1,1,2,2,3,,,,,,
8.5126,124.624,8.50319,124.596,141,96,68,1,1,1,2,2,2,,,,,,
8.47835,124.646,8.51248,124.629,158,265,128,1,1,1,2,1,1,,,,,,
8.49952,124.664,8.50354,124.663,137,58,58,1,1,1,2,1,1,,,,,,
8.46347,124.66,8.45541,124.659,119,60,55,1,1,1,1,1,1,,,,,,
8.50447,124.624,8.48148,124.591,166,230,87,1,1,1,2,1,1,,,,,,
8.48281,124.658,8.48074,124.658,138,62,61,1,1,1,2,1,1,,,,,,
8.47287,124.634,8.48573,124.632,154,126,109,1,1,1,1,2,1,,,,,,
8.47171,124.635,8.47303,124.635,144,59,63,1,1,1,1,1,1,,,,,,
8.47448,124.681,8.47207,124.698,144,60,63,1,1,1,2,1,1,,,,,,
8.47082,124.629,8.47681,124.638,151,77,81,1,1,1,2,1,1,,,,,,
8.39688,124.555,8.38755,124.544,163,64,62,1,1,1,2,1,1,,,,,,
8.16692,124.542,8.37187,124.609,154,72,74,1,1,1,2,1,1,,,,,,
8.49488,124.612,8.49532,124.612,134,74,58,1,1,1,1,1,1,,,,,,
8.48688,124.631,8.4902,124.628,142,63,59,1,1,1,2,1,1,,,,,,
8.46358,124.625,8.47137,124.629,151,64,61,1,1,1,1,1,1,,,,,,
8.39546,124.524,8.42577,124.615,185,92,89,1,1,1,2,1,1,,,,,,
8.30148,124.579,8.35574,124.601,175,67,59,1,1,1,1,1,1,,,,,,
8.47816,124.628,8.47043,124.643,168,107,80,1,1,1,2,2,2,,,,,,
8.47088,124.703,8.46618,124.707,130,60,61,1,1,1,2,1,1,,,,,,
8.48671,124.647,8.48177,124.645,145,65,70,1,1,1,2,1,1,,,,,,
8.4987,124.662,8.50387,124.64,151,81,72,1,1,1,2,1,2,,,,,,
8.47068,124.617,8.47829,124.631,178,79,76,1,1,1,1,2,2,,,,,,
8.47071,124.709,8.49859,124.751,157,69,63,1,1,1,1,1,1,,,,,,
8.48142,124.728,8.5068,124.756,136,69,61,1,1,1,1,1,1,,,,,,
8.47285,124.62,8.49599,124.613,177,243,143,1,1,1,2,1,1,,,,,,
8.48441,124.658,8.48909,124.658,145,87,65,1,1,1,2,1,1,,,,,,
8.48404,124.645,8.49185,124.654,140,71,60,1,1,1,2,1,1,,,,,,
8.51258,124.637,8.4985,124.624,146,87,74,1,1,1,2,3,5,,,,,,
8.48773,124.627,8.48151,124.645,132,82,72,1,1,1,2,4,5,,,,,,
8.48385,124.657,8.48065,124.657,139,59,61,1,1,1,1,1,1,,,,,,
8.50087,124.75,8.47417,124.683,150,74,67,1,1,1,2,2,2,,,,,,
8.48297,124.644,8.47746,124.649,142,69,85,1,1,1,2,2,3,,,,,,
8.48366,124.597,8.48848,124.603,155,60,59,1,1,1,1,1,1,,,,,,
8.48688,124.646,8.485,124.655,148,69,64,1,1,1,2,1,1,,,,,,
8.46989,124.59,8.45533,124.584,177,68,60,1,1,1,2,1,1,,,,,,
8.47335,124.634,8.47276,124.638,151,65,58,1,1,1,1,1,1,,,,,,
8.47974,124.656,8.47822,124.656,139,54,61,1,1,1,2,1,1,,,,,,
