from_lat,from_lon,to_lat,to_lon,tftf_ms,dijkstra_ms,astar_ms,found_tftf,found_dijkstra,found_astar,tftf_routes,dijkstra_routes,astar_routes,Avg(Time TFTF),Avg(Time Djikstra),Avg(Time A*),Avg(Routes TFTF),Avg(Routes Djik ),Avg(Routes A*)
8.47117,124.643,8.4757,124.611,123,151,75,1,1,1,2,1,1,,,,,,
8.17962,124.531,8.4457,124.622,130,71,72,1,1,1,2,4,3,,,,,,
8.47466,124.625,8.48627,124.602,190,290,277,1,1,1,2,6,8,,,,,,
8.49205,124.654,8.49626,124.641,113,68,55,1,1,1,1,3,2,,,,,,
8.50453,124.633,8.46902,124.616,153,196,109,1,1,1,2,4,7,,,,,,
8.3975,124.533,8.43003,124.614,148,82,73,1,1,1,2,3,2,,,,,,
8.51043,124.637,8.48737,124.645,113,79,63,1,1,1,2,2,2,,,,,,
8.47414,124.633,8.51166,124.637,124,199,105,1,1,1,2,3,5,,,,,,
8.47496,124.623,8.4768,124.653,130,147,83,1,1,1,2,6,6,,,,,,
8.50386,124.62,8.48419,124.596,121,136,62,1,1,1,2,1,1,,,,,,
8.47282,124.635,8.48236,124.635,138,75,64,1,1,1,2,2,2,,,,,,
8.47472,124.625,8.47217,124.646,134,97,72,1,1,1,2,5,5,,,,,,
8.43402,124.618,8.47407,124.645,132,114,73,1,1,1,1,4,4,,,,,,
8.37487,124.509,8.39727,124.557,144,60,68,1,1,1,2,1,1,,,,,,
8.47835,124.655,8.44559,124.633,106,174,83,1,1,1,2,3,3,,,,,,
8.48235,124.63,8.42864,124.614,149,254,110,1,1,1,2,1,1,,,,,,
8.49037,124.64,8.4457,124.622,132,216,123,1,1,1,2,4,4,,,,,,
8.50936,124.65,8.48652,124.647,115,59,53,1,1,1,1,2,2,,,,,,
8.47316,124.63,8.50449,124.62,143,248,121,1,1,1,2,4,3,,,,,,
8.48017,124.657,8.50919,124.65,112,186,109,1,1,1,2,4,4,,,,,,
8.50864,124.636,8.47693,124.644,117,100,72,1,1,1,2,7,4,,,,,,
8.50774,124.615,8.4839,124.657,121,118,60,1,1,1,2,2,2,,,,,,
8.47483,124.597,8.47341,124.63,150,75,72,1,1,1,2,4,4,,,,,,
8.47763,124.649,8.49973,124.636,115,167,136,1,1,1,2,6,4,,,,,,
8.47296,124.637,8.38937,124.516,123,375,485,1,1,1,2,2,2,,,,,,
8.50398,124.61,8.50311,124.64,117,79,62,1,1,1,2,5,4,,,,,,
8.48759,124.603,8.46248,124.612,106,306,322,1,1,1,2,6,4,,,,,,
8.47306,124.633,8.48374,124.657,128,167,101,1,1,1,2,5,4,,,,,,
8.46994,124.629,8.48669,124.647,129,126,96,1,1,1,2,2,2,,,,,,
8.50047,124.636,8.47341,124.63,116,114,73,1,1,1,2,3,3,,,,,,
8.47873,124.638,8.47354,124.63,116,70,58,1,1,1,2,1,1,,,,,,
8.48469,124.639,8.44867,124.584,128,286,197,1,1,1,2,2,2,,,,,,
8.48446,124.657,8.50931,124.636,123,140,67,1,1,1,2,1,1,,,,,,
8.47945,124.645,8.47827,124.655,118,88,72,1,1,1,2,1,1,,,,,,
8.47488,124.624,8.47069,124.591,153,141,70,1,1,1,2,1,1,,,,,,
8.50495,124.646,8.48359,124.594,113,233,164,1,1,1,2,3,3,,,,,,
8.50298,124.643,8.50851,124.651,108,56,51,1,1,1,2,1,1,,,,,,
8.48344,124.597,8.50128,124.622,129,74,60,1,1,1,2,4,3,,,,,,
8.38681,124.559,8.4888,124.66,113,195,151,1,1,1,2,10,10,,,,,,
8.46604,124.632,8.4808,124.658,109,127,71,1,1,1,2,3,3,,,,,,
8.49586,124.631,8.474,124.647,156,101,63,1,1,1,3,6,6,,,,,,
8.38947,124.518,8.47332,124.607,147,185,149,1,1,1,2,5,5,,,,,,
8.48708,124.63,8.38678,124.544,120,347,397,1,1,1,2,4,5,,,,,,
8.49091,124.628,8.4891,124.639,127,54,53,1,1,1,2,2,2,,,,,,
8.50131,124.628,8.50338,124.602,121,66,48,1,1,1,2,1,1,,,,,,
8.43813,124.563,8.4814,124.611,105,52,49,1,1,1,2,2,2,,,,,,
8.42311,124.635,8.48214,124.63,121,79,52,1,1,1,2,4,4,,,,,,
8.4837,124.595,8.20996,124.536,115,407,404,1,1,1,2,8,8,,,,,,
8.44074,124.572,8.48101,124.637,106,78,82,1,1,1,2,6,7,,,,,,
8.47869,124.603,8.48019,124.637,135,90,76,1,1,1,2,4,4,,,,,,
8.48708,124.63,8.48164,124.658,113,114,67,1,1,1,2,3,4,,,,,,
8.48341,124.609,8.47804,124.643,124,105,57,1,1,1,2,5,5,,,,,,
8.48715,124.639,8.5045,124.621,113,128,56,1,1,1,2,1,2,,,,,,
8.45072,124.64,8.40884,124.613,111,297,206,1,1,1,2,7,8,,,,,,
