from_lat,from_lon,to_lat,to_lon,tftf_ms,dijkstra_ms,astar_ms,found_tftf,found_dijkstra,found_astar,tftf_routes,dijkstra_routes,astar_routes,Avg(Time TFTF),Avg(Time Djikstra),Avg(Time A*),Avg(Routes TFTF),Avg(Routes Djik ),Avg(Routes A*)
8.44817,124.649,8.43557,124.641,28,14,12,1,1,1,2,1,1,,,,,,
8.46971,124.705,8.48813,124.738,43,19,16,1,1,1,2,1,1,,,,,,
8.49001,124.657,8.47466,124.687,37,30,17,1,1,1,2,1,1,,,,,,
8.47483,124.69,8.47505,124.715,44,19,14,1,1,1,2,1,1,,,,,,
8.47222,124.711,8.49078,124.741,49,14,14,1,1,1,2,1,1,,,,,,
8.42745,124.666,8.47385,124.645,41,14,14,1,1,1,1,2,2,,,,,,
8.48398,124.659,8.48021,124.644,42,14,15,1,1,1,1,3,2,,,,,,
8.50892,124.636,8.49542,124.653,31,9,12,1,1,1,2,1,1,,,,,,
8.5002,124.75,8.47684,124.783,35,20,19,1,1,1,2,1,1,,,,,,
8.45893,124.713,8.47703,124.677,31,15,16,1,1,1,1,2,2,,,,,,
8.48297,124.644,8.48592,124.659,40,14,10,1,1,1,2,1,1,,,,,,
8.48257,124.665,8.48414,124.659,40,10,13,1,1,1,1,1,1,,,,,,
8.47693,124.644,8.49932,124.663,40,31,22,1,1,1,2,1,1,,,,,,
8.49651,124.747,8.49555,124.746,41,7,15,1,1,1,1,1,1,,,,,,
8.4888,124.66,8.5045,124.754,36,70,19,1,1,1,2,1,1,,,,,,
8.50298,124.641,8.50358,124.663,26,12,15,1,1,1,2,1,1,,,,,,
8.47382,124.694,8.4756,124.683,45,10,13,1,1,1,1,1,1,,,,,,
8.50208,124.646,8.498,124.65,27,10,9,1,1,1,2,1,1,,,,,,
8.47146,124.66,8.42723,124.666,21,31,21,1,1,1,2,1,1,,,,,,
8.47841,124.647,8.48246,124.668,36,20,23,1,1,1,2,1,1,,,,,,
8.48601,124.746,8.48109,124.761,30,14,15,1,1,1,1,1,1,,,,,,
8.45077,124.663,8.45728,124.661,26,13,10,1,1,1,1,1,1,,,,,,
8.4758,124.679,8.47687,124.652,43,21,19,1,1,1,2,2,2,,,,,,
8.48058,124.643,8.47698,124.651,30,14,15,1,1,1,1,1,1,,,,,,
8.47695,124.651,8.495,124.652,38,22,16,1,1,1,2,1,1,,,,,,
8.48692,124.753,8.48584,124.753,32,13,10,1,1,1,1,1,1,,,,,,
8.48059,124.658,8.47882,124.656,29,11,13,1,1,1,2,1,1,,,,,,
8.47628,124.661,8.4766,124.68,43,23,14,1,1,1,1,1,1,,,,,,
8.48156,124.648,8.48247,124.649,31,11,13,1,1,1,2,1,1,,,,,,
8.47437,124.645,8.44375,124.644,28,25,14,1,1,1,2,1,1,,,,,,
8.4981,124.66,8.50358,124.663,35,14,15,1,1,1,2,1,1,,,,,,
8.50434,124.659,8.50968,124.636,30,22,19,1,1,1,1,1,1,,,,,,
8.48469,124.656,8.47509,124.68,41,22,15,1,1,1,2,1,1,,,,,,
8.50203,124.646,8.50766,124.637,25,10,15,1,1,1,1,1,1,,,,,,
8.45377,124.662,8.45659,124.659,24,14,11,1,1,1,1,1,1,,,,,,
8.48556,124.646,8.49022,124.657,30,16,18,1,1,1,1,1,2,,,,,,
8.45402,124.646,8.46114,124.643,29,11,13,1,1,1,1,1,1,,,,,,
8.51276,124.628,8.50358,124.663,32,14,10,1,1,1,1,1,1,,,,,,
8.47789,124.646,8.4868,124.651,33,15,15,1,1,1,1,1,1,,,,,,
8.48669,124.647,8.48037,124.644,37,15,13,1,1,1,1,1,1,,,,,,
8.45829,124.715,8.45854,124.717,26,12,13,1,1,1,1,1,1,,,,,,
8.48151,124.645,8.50432,124.659,44,28,17,1,1,1,2,1,1,,,,,,
8.47554,124.671,8.47513,124.674,32,12,11,1,1,1,1,1,1,,,,,,
8.48349,124.731,8.49136,124.741,49,13,13,1,1,1,2,1,1,,,,,,
8.49719,124.756,8.48643,124.747,32,17,18,1,1,1,1,2,2,,,,,,
8.50354,124.663,8.50239,124.664,34,12,13,1,1,1,2,1,1,,,,,,
8.45377,124.646,8.47217,124.646,32,14,13,1,1,1,1,1,1,,,,,,
8.42402,124.636,8.43394,124.64,25,11,12,1,1,1,1,1,1,,,,,,
8.47754,124.649,8.48193,124.649,36,14,14,1,1,1,2,1,1,,,,,,
8.4539,124.646,8.46899,124.646,32,15,13,1,1,1,1,1,1,,,,,,
8.47432,124.682,8.49903,124.749,51,59,23,1,1,1,2,1,1,,,,,,
8.47875,124.723,8.48345,124.662,46,30,19,1,1,1,2,3,3,,,,,,
8.46269,124.66,8.43546,124.666,26,18,14,1,1,1,1,1,1,,,,,,
8.48651,124.651,8.48156,124.648,33,13,12,1,1,1,1,1,1,,,,,,
8.48941,124.658,8.48213,124.669,37,14,13,1,1,1,1,1,1,,,,,,
8.4951,124.658,8.50411,124.659,35,18,16,1,1,1,2,1,1,,,,,,
8.49185,124.654,8.47687,124.652,35,24,20,1,1,1,2,1,1,,,,,,
8.48641,124.746,8.49264,124.76,32,19,20,1,1,1,1,1,1,,,,,,
8.48472,124.659,8.48949,124.652,41,15,15,1,1,1,1,1,1,,,,,,
8.47724,124.651,8.50428,124.659,35,32,24,1,1,1,1,1,1,,,,,,
8.47099,124.709,8.50142,124.751,47,23,17,1,1,1,2,1,1,,,,,,
8.49544,124.653,8.50417,124.659,36,18,16,1,1,1,2,1,1,,,,,,
8.48891,124.652,8.50417,124.659,36,22,18,1,1,1,2,1,1,,,,,,
8.49972,124.664,8.50263,124.664,36,15,15,1,1,1,2,1,1,,,,,,
8.49524,124.746,8.49307,124.743,46,11,11,1,1,1,1,1,1,,,,,,
8.44839,124.649,8.42461,124.637,29,13,13,1,1,1,2,1,1,,,,,,
8.48123,124.761,8.48729,124.75,35,13,11,1,1,1,1,1,1,,,,,,
8.503,124.641,8.50968,124.636,28,7,11,1,1,1,1,1,1,,,,,,
